Screen Name,User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Phone Type
viv_abhi,अज्ञानी बाबा,7/22/2019 19:12,About #Chandrayaan2 https://t.co/HylipCNfYE,India,0,Twitter for Android
pradeepgoud11,Pradeep Danthuri 🇮🇳,7/22/2019 19:12,Cruel to call it a second attempt .... #isro #Chandrayaan2 https://t.co/HX2LHX9swy,HYDERABAD,0,Twitter for iPhone
AkashSurana3,Akash Surana,7/22/2019 19:12,"Some countries have moon on their flags
🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿
🇩🇿🇲🇾🇲🇻🇲🇷

While some countries having their flags on moon
🇺🇸🇷🇺🇮🇳🇨🇳

#Chandrayaan2 #IndiaMoonMission 
#Chandrayaan2theMoon #ISRO 🇮🇳","Bengaluru, India",1,Twitter Web App
singh_govind27,Govind Singh,7/22/2019 19:12,"India successfully launched it's second moon mission #Chandrayaan2 .
 @isro shows it's power to whole World, congratulations to all the members who made it successful!!!

#ProudIndian 
#IndiaOnTheMoon
#ISROTeam #ISRO","New Delhi, India",0,Twitter for Android
iBintu18,Brinston Carvalho,7/22/2019 19:12,Should have sent Mr Arnab to the moon too. #Chandrayaan2,"Mumbai, India.",0,Twitter for Android
iAvaneesh,Avaneesh 🇮🇳,7/22/2019 19:12,"Some countries have moon on their flags
🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷

While some countries having their flags on moon
🇺🇸 🇷🇺 🇮🇳 🇨🇳

#Chandrayaan2 #Chandrayaan2theMoon #ISRO #IndiaOnTheMoon","Lucknow,India ",0,Twitter for Android
arora23_pri,Priyanka Arora,7/22/2019 19:12,"Congratulations @isro for this historic moment of the successful Launch of #Chandrayaan2 .  
Proud of the Nation.  #IndiaOnTheMoon 🇮🇳 #JaiHind","Meerut, India",0,Twitter for Android
1992Udk,Uday Kumar,7/22/2019 19:11,"Congratulations to all Indian🇮🇳👳and  Kudos to all scientists who gave there best to make chandrayaan 2  successful. 
We are very proud today. #Chandrayaan2 #Sriharikota
#ISROMission #ISRO #IndiaOnTheMoon #MissionMoon2","New Delhi, India",0,Twitter for Android
kunalnagwekar,Adv. Kunal Nagwekar,7/22/2019 19:11,"It's so beautiful to watch it disappear through the clouds and march into the orbit. My reaction was that of a kid who sees something majestic. I was like, ""oh look look, look how it goes, fire past the clouds"" #ISRO #Chandrayaan2 #IndiaMoonMission https://t.co/z9kda3C7XV",Mumbai,0,Twitter for Android
MokidePraveen,Praveen Kshatriya's,7/22/2019 19:11,@BaahubaliMovie @isro @Shobu_ @DharmaMovies @karanjohar @apoorvamehta18 @tamannaahspeaks @madhankarky @ssrajamouli @srinivas_mohan @DOPSenthilKumar Congratulations I S R O Successful Launched #Chandrayaan2,vemulawada,0,Twitter for Android
VeerChhatrasal,Chhatrasal Bundela,7/22/2019 19:11,"Bhakts are reminding International Media about success of ISRO, but the Bhakts has no memory of ISRO’s achievements before 2014 
#Chandrayaan2 #ISROMissions  #NehruOnTheMoon","New Delhi, India",0,Twitter Web App
jvinaymohan,Vinay Jonnakuti,7/22/2019 19:11,Congrats to the @isro team for the launch of #Chandrayaan2. This is a great step for #IndiaMoonMission,"Boston,MA",0,Twitter for iPhone
_suprokash_,Suprokash Goswami,7/22/2019 19:11,"Proud of Team @ISRO, Congratulations on successfully launching #Chandrayaan2","Bengaluru, India",0,Twitter Web App
VeerChhatrasal,Chhatrasal Bundela,7/22/2019 19:11,"@AskAnshul Bhakts are reminding International Media about success of ISRO, but the Bhakts has no memory of ISRO’s achievements before 2014 #Chandrayaan2 #ISROMissions","New Delhi, India",0,Twitter Web App
facelessfart,incognito,7/22/2019 19:11,"#KhanMeetsTrump and thus, #Kashmir is trending. Meanwhile, in India (and globally) #Chandrayaan2 is trending. What does that tell you about the 2 nations ?",India,0,Twitter for iPhone
SunilKalmala,Sunil.Kalmala™️,7/22/2019 19:11,"And, that’s how she went to kiss the moon 😍
#ISRO #Chandrayaan2 https://t.co/OGCeVf7Pqt","Pennsylvania, USA",0,Twitter for iPhone
habeebuppinanga,Habeeb Uppinangady,7/22/2019 19:10,"Congratulations!!! Indian Space Research Organisation (ISRO). 

India’s second lunar journey got a boost after the ambitious #Chandrayaan2 mission, headed to the moon’s South Pole, achieved an orbit 6,000 km more than what was targeted.","Mangalore, India",0,Twitter for Android
saikumarnetha14,saikumarnetha,7/22/2019 19:10,Congratulations to team @isro proud movement for the nation #JaiHind 🇮🇳 #Chandrayaan2 #IndiaMoonMission https://t.co/JasVIDWgqu,balapur'x'roads ,1,Twitter for Android
oranagaming,@oranagaming,7/22/2019 19:10,"Alright, so ive got two films in the works. One is the special short film and the other one is the live event. Which one first?

#heatwaveuk #5sosisgoingtojailparty #ThanksItsASOS #Chandrayaan2 #MondayMorning #databreach #SONA2019 #mondaythoughts",Ireland,0,Twitter for Android
goodluck799,ashish kadam,7/22/2019 19:10,"#Chandrayaan2 Congratulate Team ISRO on achieving yet another milestone with the launch of Chandrayaan2!
@tejaskadam2303
@isro Jai Hind 
🇮🇳🇮🇳🇮🇳",pune,0,Twitter for Android
queennnsaunji,Saunji Sharon ♛,7/22/2019 19:10,"Speed 💨 (Prod. Yusei) link in the bio💕
only on soundcloud!!! #Chandrayaan2 https://t.co/GZdXIjEfBP",,0,Twitter for iPhone
gokulkaruna55,Gokul  Karuna,7/22/2019 19:10,"Extending best wishes to the whole team of scientists &amp; 🔥engineers at 
@isro
 working round the clock for the success 💓of nation's first ever Lunar Landing Mission 🔭#Chandrayaan2!🤩 https://t.co/qF3h9GQs2e",vellore,0,Twitter Web App
patilvaibhav27,Dr Vaibhav B.Patil,7/22/2019 19:10,"Some countries have moon on their flags
🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷

While some countries having their flags on moon
🇺🇸 🇷🇺 🇮🇳 🇨🇳

#Chandrayaan2 Proud INDIAN",Belgaum Karnataka ,0,Twitter for Android
the_stethoguy,Gulesh Suthar,7/22/2019 19:10,"Things our Beloved PM Nehru should get credit for.
#NehruOnTheMoon #Nehru #ISRO #ISROMissions #Chandrayaan2 https://t.co/jUL1FLXHZQ",India,0,Twitter for Android
merajratna,RAJRATNA GAJBHIYE,7/22/2019 19:10,"Some countries have moon on their flags
🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷

While some countries having their flags on moon
🇺🇸 🇷🇺 🇮🇳 🇨🇳

*#Chandrayaan2*

Kudos ISRO. PROUD MOMENT FOR INDIA.","AMBERNATH,MAHARASHTRA,INDIA",0,Twitter for Android
Mahek_Rajputt,Mahek Shakeel 🌈,7/22/2019 19:10,"Breathing dreams like air 🌈

#LGBTQglowup #Chandrayaan2 #ProudMoment #WashingtonDC https://t.co/c6xl5138xW","Dubai, United Arab Emirates",0,Twitter for Android
RTutupalli,Chowkidar Ravi Tutupalli,7/22/2019 19:10,India's Prestigious and Ambitious Moon Mission #Chandrayaan2 Lifts off into Space. Salutation's to all of our restless Scientists of this Mission who made a dream into reliability with the launch of #Chandrayaan2. Proud Moments the Nation Experiencing &amp; Congratulations #TeamISRO https://t.co/hX7YHLqSQV,,1,Twitter for iPhone
humblemumble2k,humblemumble2k,7/22/2019 19:09,"Some countries have moon on their flag 🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷
While some countries having their flags on moon
🇺🇸 🇷🇺 🇮🇳 🇨🇳
#Chandrayaan2 Proud of you",Singapore,0,Twitter for iPhone
achlendra,Achlendra Katiyar,7/22/2019 19:09,Classic about #Chandrayaan2 https://t.co/YlBjwQPUin,"कानपुर, Gurgaon, વડોદરા",0,Twitter for iPhone
Ghaafil,Garliconion 🛴 غافل,7/22/2019 19:09,"Dear @isro
Please let us know if you can locate/see this from Moon
#Chandrayaan2 

https://t.co/bt6tMgXNPJ via @indiatoday",olx.in,1,Twitter Web App
romy1965,Rakesh #Indian_देशभक्त 🇮🇳,7/22/2019 19:09,@one_by_two Your comic &amp; sarcasm are fine but please don't divide our country by seeding such North South issue here 🙏 it's proud moment for India #Chandrayaan2 don't see opportunities to divide people 🙏... Thank you,India,2,Twitter for Android
akash261,🌶️ Aye KASH ke hum🌶️,7/22/2019 19:09,"When your neighbours are on a brink of an economic breakdown, and you are kinda annoyed, on which moon's pole should you choose to hoist your flag on! #Chandrayaan2theMoon #Chandrayaan2","Vellore, India",0,Twitter for Android
YashBha38209190,Yash Bharti,7/22/2019 19:09,"Another historic and proud moment for the nation🇮🇳 as the #Chandrayaan2 is launched
#ISRO #IndiaMoonMission","Dewas, India",0,Twitter for Android
vstartupX,Vikash Maheshwari,7/22/2019 19:09,"*Some countries have moon on their flags*
🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷

*While some countries having their flags on moon*
🇺🇸 🇷🇺 🇮🇳 🇨🇳

*#Chandrayaan2*

@dineshjoshi70 @hvgoenka @narendramodi @PMOIndia @mpparimal",Ahmedabad,0,Twitter for Android
sheikhalhussain,Sheikh Al Hussain,7/22/2019 19:09,"Congratulation's 🇮🇳 All Indian's and Team @ISRO on successfully launching Mission #Chandrayaan2🚀 🛰 

#WeMissYouKalam
#TheMissileManOfIndia https://t.co/2GMQVvcC3t","West Bengal, India",0,Twitter for Android
itskabhishek,kadiyam_abhishek,7/22/2019 19:09,"@isro very congratulations for the successful launch of the #Chandrayaan2 
Your efforts are highly commendable",JAMSHEDPUR,0,Twitter for Android
KNVIZAG,KNVIZAG,7/22/2019 19:09,Congratulations to each and every scientist working @isro on successful launch of #Chandrayaan2 India’s first rover based space mission and world’s first expedition to reach the Moon’s south polar region. We indians are proud on this achievement.. mera Bharath Mahaan,VISAKHAPATNAM,0,Twitter for Android
EarlyToppings,Early Toppings,7/22/2019 19:08,"Congrats #Chandrayaan2 launched by #ISRO 

https://t.co/bJokAQaxLz",,0,Twitter for iPhone
TGMetsFan98,Thomas Burghardt,7/22/2019 19:08,"Replay: @isro successfully launches the GSLV Mk.3 rocket with #Chandrayaan2, beginning a 54 day trip to the moon. More details in @ChrisG_NSF's article: https://t.co/rjtkk5hdYO https://t.co/H22IOIVXU6","Philadelphia, PA",1,Twitter Web App
mrjulesdrop,mrjulesdrop,7/22/2019 19:08,"Come on get #follows
#follow everyone who likes or retweets this and we will become 
#Twitter #Millionaire lol
#AwfullyBritishPhoneApps 
#bwfc 
#Chandrayaan2 
#druck 
#EuropaLeague 
#FreshOn947 
#GetWellSoonMina 
#HighwayToHeavenMV 
#IFeelTheHappiestWhen 
#judgerinder 
#Karnataka https://t.co/6ExUHalz37","Norfolk, uk",1,Twitter Web App
ahenk75,ahenk75,7/22/2019 19:08,Great tweet about a beautiful launch😍#Chandrayaan2 would contribute among other #Science tasks to get better knowledge and data to contribute to #artemisprogram 👏#Space #spaceforeveryone #technologies #geomorphology #lespaceCnotrefutur https://t.co/hDtpuDNcmb https://t.co/zJjvECJTfY,"Nantes, Pays de la Loire",0,Twitter for iPhone
SudarsanMajji,Sudarsan Majji,7/22/2019 19:08,"Congratulations team @isro on achieving another milestone #Chandrayaan2 this will further encourage our young generations towards research and innovations.
Thank you to make 1.3 billion hearts proud. 
Jai Hind 🇮🇳","Brahmapur, India",0,Twitter for Android
shreyanshthak10,Name,7/22/2019 19:08,Bhai hum Indians har cheez me politics kyu le ate h #Chandrayaan2 is a success for Nation stop saying that ki it has happened in Modi's era or Nehru is a reason for this success. Isro is pride of our nation and let it be so.#NehruOnTheMoon,,0,Twitter Web App
pine_beats,Pat Chery,7/22/2019 19:08,Who would eat this Donut? #donut #homersimpson #5sosisgoingtojailparty #Chandrayaan2 #MondayMorning #IFeelTheHappiestWhen https://t.co/xv4Z7vLzl7,"Houston, TX",0,Twitter for iPhone
Eye_imran,MOHD IMRAN 🇮🇳,7/22/2019 19:08,@narendramodi Congratulations to @isro &amp; Indian Government a very proud moment !!!  #Chandrayaan2,"Rae bareli,India",0,Twitter for Android
NikhilRampal1,Nikhil Rampal ਨਿਖਿਲ ਰਾਮਪਾਲ,7/22/2019 19:07,"#Chandrayaan2 
#Karnataka 
#Kashmir 
#DonaldTrump 

What a day for media!","New Delhi, India",0,Twitter for Android
Ashish__P,Ashish Priyadarshi,7/22/2019 19:07,#Chandrayaan2 #ISRO This is awesome 🇮🇳 https://t.co/GwIUw7CDzt,"New Delhi, India",0,Twitter for iPhone
mdchandhyd,CHAND,7/22/2019 19:07,"From close distance, just observe at upper left corner in pic. Its a As$ hole #Chandrayaan2 @ARanganathan72 https://t.co/eAoYAdiJ6a",hyderabad,0,Twitter Web Client
faseekart,Faseekart,7/22/2019 19:07,#Chandrayaan2 @isro @Bhuvanite @MarsOrbiter as online store of Engineering Tools &amp; Kits...happy n pride moment of #Chandrayaan2 #Chandrayaan2theMoon #Chandrayaan https://t.co/V076sB0wsr,India,0,Twitter for Android
SalihSkb,Mohamed Salih,7/22/2019 19:07,"@isro All the best, #ISRO #Chandrayaan2 👍👍👍","Doha, Qatar",0,Twitter for Android
BhatiaDevin,Devin,7/22/2019 19:07,Proud day to be an #Indian 🇮🇳 #Chandrayaan2 https://t.co/5k29QpB1Zc,Melbourne,0,Twitter for iPhone
jhanpoo2,jhanpoo झाँपू,7/22/2019 19:06,The credit of #Chandrayaan2 success from scientists will be snatched by Someone else. https://t.co/eO31ChW5nG,"Bareilly, India",15,Twitter for Android
shubham_ladha,Shubham Ladha,7/22/2019 19:06,Congratulates #TeamISRO for the successful launch of #Chandrayaan2,"गुजरात, भारत 🇮🇳",0,Twitter Web App
TAEnthusisatic,TaeAna💫,7/22/2019 19:06,"I am an INDIAN ARMY and it is nothing related to BTS but i proudly want to tell you guys We sent our second spaceship "" CHANDRAYAAN 2 ""  to Moon today and it is very beautiful success for us . We are so proud.🖤🖤🖤🇮🇳🇮🇳.

#Chandrayaan2theMoon #Chandrayaan2 #india #desiarmy🇮🇳 https://t.co/TXey0UkVb7",Non judgemental trash 🏳️‍🌈,2,Twitter for Android
_iamgrv,Gaurav,7/22/2019 19:06,"@isro Congratulations! @isro 🇮🇳
Proud moment for every Indian..🙏

#Chandrayaan2 
#Chandrayaan2theMoon https://t.co/1TYnj2otw7",India,0,Twitter Web App
abhinandan999,abhinandan kavale,7/22/2019 19:05,Proud moment #Chandrayaan2 #ISRO https://t.co/b7BltnoVSt,dharwad,0,Twitter for Android
G4celeb,Home Of Entertainment,7/22/2019 19:05,"Gist: Davido Dragged To Court Over Fraud Allegation https://t.co/vzHJ9oBetI

#MondayMorning
#Chandrayaan2 
#ThanksItsASOS 
#SONA2019 
#heatwaveuk 
#OPPOReno 
#RutoTheLiar 
#RutoTheLiar",Lagos,0,Twitter for Android
Asad_tweetz,Asad,7/22/2019 19:05,Historic and proud moment for the nation as the #Chandrayaan2 has been launched. Hats off to all the people who has played a part on its successful launch. 🇮🇳🇮🇳🇮🇳,"Chennai, India",0,Twitter for iPhone
karan7sethi,Karan Sethi,7/22/2019 19:05,#ISRO &amp; #Chandrayaan2 ... mic-drop moment! 👍,"New York, USA",0,Twitter Web Client
THANARAMDEWASI4,Thanaram dewasi Lodha,7/22/2019 19:05,"@isro Special moments that will be etched in the annals of our glorious history! 

The launch of #Chandrayaan2 illustrates the prowess of our scientists and the determination of 130 crore Indians to scale new frontiers of science. 

Every Indian is immensely proud today!",jalore Rajasthan 343041,0,Twitter for Android
chip_manoos,Kaushal Kishor,7/22/2019 19:05,"*Chandrayan2 touched the feet of ISRO before leaving for moon*

ISRO said khushro✋

#Chandrayaan2 #Chandrayan2 #Chandrayaan2theMoon",,2,Twitter for Android
saurabh_singh27,saurabh singh🇮🇳,7/22/2019 19:05,#Chandrayaan2 👍 feeling proud 🇮🇳✌️ . Thanks to everyone's effort at @isro 🙏,"Bengaluru, India",0,Twitter for Android
usanket44,Sanket Upadhyay,7/22/2019 19:04,congratulations to our indian scientists ISRO....   proud moment after watching this vedio . jai hind.  🇮🇳 #Chandrayaan2  #ISRO  some countries🇵🇰🇩🇿🇲🇻🇲🇷 have moon on their flag and some countrie's flag🇮🇳🇷🇺🇺🇲🇨🇳 are hosting on the land of moon . https://t.co/IGhnfZPd1Y,"मुरैना, भारत",1,Twitter for Android
ANISHSI166,ANISH SINGH,7/22/2019 19:04,"@RahulSinhaZee @RahulSinhaZee say thanks to Nehru for this 
#Chandrayaan2 #NehruOnTheMoon","Navi Mumbai, India",0,Twitter for Android
Rajshah30668994,Raj shah,7/22/2019 19:04,An extremely proud on Indian #Chandrayaan2 #ISROMission @verified @isro,,0,Twitter for Android
iRealSSahu,Sugam Sahu,7/22/2019 19:04,Congrats Team ISRO 🙏🙏 #Chandrayaan2. Jai Hind 🇮🇳🇮🇳🇮🇳,"Sambalpur, Odisha, India",0,Twitter for Android
AMARONLY4INC,Amar Chouhan,7/22/2019 19:04,Let India celebrate together the successful launch of #Chandrayaan2. Thanks to our scientists and the mission team @ISRO for making India proud. https://t.co/njoL7gb7uM,"Raipur, India",0,Twitter for Android
iammk_omar,Mohamed Omar,7/22/2019 19:04,"Good, that India already launched the second mission to moon. #Chandrayaan2, Congrats to ISRO. They've done a good job. #JaiHind https://t.co/pLNmjQo0AB",Al Hayat,1,Twitter for Android
lotanpahar,अखंड भारत,7/22/2019 19:04,"@isro Some countries have moon on their flags
🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷

While some countries are having their flags on the moon
🇺🇸 🇷🇺 🇮🇳 🇨🇳

#Chandrayaan2",,0,Twitter for Android
HubWriting,Content Writing Hub,7/22/2019 19:03,"Each application is given dedicated attention to ensure best results.

Order Now : https://t.co/QhWyoywXqV

#content_writing #written_content #application_writing #Franken #MrRogers #MTVHottest #9YearsOfOneDirection #ISRO #Chandrayaan2 #HighwayToHeavenMV #Marvel #KhanMeetsTrump https://t.co/n9QnuBZqlW","London, England",0,Twitter Web App
navun02,Navashree Nandini,7/22/2019 19:03,"BTW, just when #KarnatakaCrisis extended to yet another day and the #Chandrayaan2 fever in the newsroom was disappearing, #DonaldTrump brought back all the energy. 
#Kashmir","Mumbai, India",0,Twitter for Android
